unit,isced97,hlth_pb,sex,age,time,geo,value
THS,ED0-2,PB1040,M,Y35-44,2011,EE ,3.445
THS,ED0-2,PB1040,T,Y35-44,2011,EE ,6.149
THS,ED0-2,PB1040,F,Y45-54,2011,EE ,
THS,ED0-2,PB1040,M,Y45-54,2011,EE ,2.907
THS,ED0-2,PB1040,T,Y45-54,2011,EE ,4.957
THS,ED0-2,PB1040,F,Y55-64,2011,EE ,6.347
THS,ED0-2,PB1040,M,Y55-64,2011,EE ,5.644
THS,ED0-2,PB1040,T,Y55-64,2011,EE ,11.991
THS,ED0-2,PB1041,F,TOTAL,2011,EE ,55.896
THS,ED0-2,PB1041,M,TOTAL,2011,EE ,74.441
THS,ED0-2,PB1041,T,TOTAL,2011,EE ,130.336
THS,ED0-2,PB1041,F,Y15-24,2011,EE ,36.264
THS,ED0-2,PB1041,M,Y15-24,2011,EE ,41.107
THS,ED0-2,PB1041,T,Y15-24,2011,EE ,77.371
THS,ED0-2,PB1041,F,Y25-34,2011,EE ,8.427
THS,ED0-2,PB1041,M,Y25-34,2011,EE ,16.288
THS,ED0-2,PB1041,T,Y25-34,2011,EE ,24.715
THS,ED0-2,PB1041,F,Y35-44,2011,EE ,4.103
THS,ED0-2,PB1041,M,Y35-44,2011,EE ,8.795
THS,ED0-2,PB1041,T,Y35-44,2011,EE ,12.898
THS,ED0-2,PB1041,F,Y45-54,2011,EE ,2.718
THS,ED0-2,PB1041,M,Y45-54,2011,EE ,3.526
THS,ED0-2,PB1041,T,Y45-54,2011,EE ,6.244
THS,ED0-2,PB1041,F,Y55-64,2011,EE ,4.385
THS,ED0-2,PB1041,M,Y55-64,2011,EE ,4.724
THS,ED0-2,PB1041,T,Y55-64,2011,EE ,9.109
THS,ED0-2,PB1070,F,TOTAL,2011,EE ,13.961
THS,ED0-2,PB1070,M,TOTAL,2011,EE ,16.353
THS,ED0-2,PB1070,T,TOTAL,2011,EE ,30.315
THS,ED0-2,PB1070,F,Y15-24,2011,EE ,
THS,ED0-2,PB1070,M,Y15-24,2011,EE ,2.974
THS,ED0-2,PB1070,T,Y15-24,2011,EE ,4.299
THS,ED0-2,PB1070,F,Y25-34,2011,EE ,
THS,ED0-2,PB1070,M,Y25-34,2011,EE ,
THS,ED0-2,PB1070,T,Y25-34,2011,EE ,3.508
THS,ED0-2,PB1070,F,Y35-44,2011,EE ,
THS,ED0-2,PB1070,M,Y35-44,2011,EE ,3.645
THS,ED0-2,PB1070,T,Y35-44,2011,EE ,5.854
THS,ED0-2,PB1070,F,Y45-54,2011,EE ,2.503
THS,ED0-2,PB1070,M,Y45-54,2011,EE ,
THS,ED0-2,PB1070,T,Y45-54,2011,EE ,4.9
THS,ED0-2,PB1070,F,Y55-64,2011,EE ,6.586
THS,ED0-2,PB1070,M,Y55-64,2011,EE ,5.169
THS,ED0-2,PB1070,T,Y55-64,2011,EE ,11.755
THS,ED0-2,PB1071,F,TOTAL,2011,EE ,56.564
THS,ED0-2,PB1071,M,TOTAL,2011,EE ,76.728
THS,ED0-2,PB1071,T,TOTAL,2011,EE ,133.292
THS,ED0-2,PB1071,F,Y15-24,2011,EE ,37.254
THS,ED0-2,PB1071,M,Y15-24,2011,EE ,41.993
THS,ED0-2,PB1071,T,Y15-24,2011,EE ,79.247
THS,ED0-2,PB1071,F,Y25-34,2011,EE ,8.301
THS,ED0-2,PB1071,M,Y25-34,2011,EE ,16.904
THS,ED0-2,PB1071,T,Y25-34,2011,EE ,25.205
THS,ED0-2,PB1071,F,Y35-44,2011,EE ,4.599
THS,ED0-2,PB1071,M,Y35-44,2011,EE ,8.595
THS,ED0-2,PB1071,T,Y35-44,2011,EE ,13.194
THS,ED0-2,PB1071,F,Y45-54,2011,EE ,
THS,ED0-2,PB1071,M,Y45-54,2011,EE ,4.037
THS,ED0-2,PB1071,T,Y45-54,2011,EE ,6.301
THS,ED0-2,PB1071,F,Y55-64,2011,EE ,4.145
THS,ED0-2,PB1071,M,Y55-64,2011,EE ,5.199
THS,ED0-2,PB1071,T,Y55-64,2011,EE ,9.345
THS,ED0-2,TOTAL,F,TOTAL,2011,EE ,70.759
THS,ED0-2,TOTAL,M,TOTAL,2011,EE ,93.417
THS,ED0-2,TOTAL,T,TOTAL,2011,EE ,164.176
THS,ED0-2,TOTAL,F,Y15-24,2011,EE ,38.629
THS,ED0-2,TOTAL,M,Y15-24,2011,EE ,45.021
THS,ED0-2,TOTAL,T,Y15-24,2011,EE ,83.65
THS,ED0-2,TOTAL,F,Y25-34,2011,EE ,9.824
THS,ED0-2,TOTAL,M,Y25-34,2011,EE ,19.355
THS,ED0-2,TOTAL,T,Y25-34,2011,EE ,29.178
THS,ED0-2,TOTAL,F,Y35-44,2011,EE ,6.807
THS,ED0-2,TOTAL,M,Y35-44,2011,EE ,12.24
THS,ED0-2,TOTAL,T,Y35-44,2011,EE ,19.047
THS,ED0-2,TOTAL,F,Y45-54,2011,EE ,4.768
THS,ED0-2,TOTAL,M,Y45-54,2011,EE ,6.433
THS,ED0-2,TOTAL,T,Y45-54,2011,EE ,11.201
THS,ED0-2,TOTAL,F,Y55-64,2011,EE ,10.732
THS,ED0-2,TOTAL,M,Y55-64,2011,EE ,10.368
THS,ED0-2,TOTAL,T,Y55-64,2011,EE ,21.1
THS,ED3_4,PB1040,F,TOTAL,2011,EE ,50.532
THS,ED3_4,PB1040,M,TOTAL,2011,EE ,42.999
THS,ED3_4,PB1040,T,TOTAL,2011,EE ,93.53
THS,ED3_4,PB1040,F,Y15-24,2011,EE ,3.568
THS,ED3_4,PB1040,M,Y15-24,2011,EE ,2.59
THS,ED3_4,PB1040,T,Y15-24,2011,EE ,6.158
THS,ED3_4,PB1040,F,Y25-34,2011,EE ,4.696
THS,ED3_4,PB1040,M,Y25-34,2011,EE ,3.365
THS,ED3_4,PB1040,T,Y25-34,2011,EE ,8.061
THS,ED3_4,PB1040,F,Y35-44,2011,EE ,6.813
THS,ED3_4,PB1040,M,Y35-44,2011,EE ,5.395
THS,ED3_4,PB1040,T,Y35-44,2011,EE ,12.208
THS,ED3_4,PB1040,F,Y45-54,2011,EE ,14.256
THS,ED3_4,PB1040,M,Y45-54,2011,EE ,15.782
THS,ED3_4,PB1040,T,Y45-54,2011,EE ,30.039
THS,ED3_4,PB1040,F,Y55-64,2011,EE ,21.198
THS,ED3_4,PB1040,M,Y55-64,2011,EE ,15.866
THS,ED3_4,PB1040,T,Y55-64,2011,EE ,37.064
THS,ED3_4,PB1041,F,TOTAL,2011,EE ,166.16
THS,ED3_4,PB1041,M,TOTAL,2011,EE ,198.349
THS,ED3_4,PB1041,T,TOTAL,2011,EE ,364.509
THS,ED3_4,PB1041,F,Y15-24,2011,EE ,36.029
THS,ED3_4,PB1041,M,Y15-24,2011,EE ,38.436
THS,ED3_4,PB1041,T,Y15-24,2011,EE ,74.465
THS,ED3_4,PB1041,F,Y25-34,2011,EE ,35.637
THS,ED3_4,PB1041,M,Y25-34,2011,EE ,46.394
THS,ED3_4,PB1041,T,Y25-34,2011,EE ,82.031
THS,ED3_4,PB1041,F,Y35-44,2011,EE ,37.069
THS,ED3_4,PB1041,M,Y35-44,2011,EE ,49.459
THS,ED3_4,PB1041,T,Y35-44,2011,EE ,86.529
THS,ED3_4,PB1041,F,Y45-54,2011,EE ,33.454
THS,ED3_4,PB1041,M,Y45-54,2011,EE ,41.026
THS,ED3_4,PB1041,T,Y45-54,2011,EE ,74.479
THS,ED3_4,PB1041,F,Y55-64,2011,EE ,23.97
THS,ED3_4,PB1041,M,Y55-64,2011,EE ,23.034
THS,ED3_4,PB1041,T,Y55-64,2011,EE ,47.004
THS,ED3_4,PB1070,F,TOTAL,2011,EE ,38.566
THS,ED3_4,PB1070,M,TOTAL,2011,EE ,32.453
THS,ED3_4,PB1070,T,TOTAL,2011,EE ,71.019
THS,ED3_4,PB1070,F,Y15-24,2011,EE ,
THS,ED3_4,PB1070,M,Y15-24,2011,EE ,
THS,ED3_4,PB1070,T,Y15-24,2011,EE ,2.992
THS,ED3_4,PB1070,F,Y25-34,2011,EE ,
THS,ED3_4,PB1070,M,Y25-34,2011,EE ,
THS,ED3_4,PB1070,T,Y25-34,2011,EE ,3.919
THS,ED3_4,PB1070,F,Y35-44,2011,EE ,4.711
THS,ED3_4,PB1070,M,Y35-44,2011,EE ,4.395
THS,ED3_4,PB1070,T,Y35-44,2011,EE ,9.106
THS,ED3_4,PB1070,F,Y45-54,2011,EE ,11.725
THS,ED3_4,PB1070,M,Y45-54,2011,EE ,11.361
THS,ED3_4,PB1070,T,Y45-54,2011,EE ,23.086
THS,ED3_4,PB1070,F,Y55-64,2011,EE ,18.513
THS,ED3_4,PB1070,M,Y55-64,2011,EE ,13.404
THS,ED3_4,PB1070,T,Y55-64,2011,EE ,31.917
THS,ED3_4,PB1071,F,TOTAL,2011,EE ,177.844
THS,ED3_4,PB1071,M,TOTAL,2011,EE ,208.401
THS,ED3_4,PB1071,T,TOTAL,2011,EE ,386.245
THS,ED3_4,PB1071,F,Y15-24,2011,EE ,37.9
THS,ED3_4,PB1071,M,Y15-24,2011,EE ,39.605
THS,ED3_4,PB1071,T,Y15-24,2011,EE ,77.505
THS,ED3_4,PB1071,F,Y25-34,2011,EE ,38.32
THS,ED3_4,PB1071,M,Y25-34,2011,EE ,47.405
THS,ED3_4,PB1071,T,Y25-34,2011,EE ,85.725
THS,ED3_4,PB1071,F,Y35-44,2011,EE ,39.171
THS,ED3_4,PB1071,M,Y35-44,2011,EE ,50.46
THS,ED3_4,PB1071,T,Y35-44,2011,EE ,89.631
THS,ED3_4,PB1071,F,Y45-54,2011,EE ,35.798
THS,ED3_4,PB1071,M,Y45-54,2011,EE ,45.447
THS,ED3_4,PB1071,T,Y45-54,2011,EE ,81.245
THS,ED3_4,PB1071,F,Y55-64,2011,EE ,26.655
THS,ED3_4,PB1071,M,Y55-64,2011,EE ,25.483
THS,ED3_4,PB1071,T,Y55-64,2011,EE ,52.139
THS,ED3_4,TOTAL,F,TOTAL,2011,EE ,216.691
THS,ED3_4,TOTAL,M,TOTAL,2011,EE ,241.5
THS,ED3_4,TOTAL,T,TOTAL,2011,EE ,458.191
THS,ED3_4,TOTAL,F,Y15-24,2011,EE ,39.598
THS,ED3_4,TOTAL,M,Y15-24,2011,EE ,41.026
THS,ED3_4,TOTAL,T,Y15-24,2011,EE ,80.624
THS,ED3_4,TOTAL,F,Y25-34,2011,EE ,40.333
THS,ED3_4,TOTAL,M,Y25-34,2011,EE ,49.76
THS,ED3_4,TOTAL,T,Y25-34,2011,EE ,90.093
THS,ED3_4,TOTAL,F,Y35-44,2011,EE ,43.882
THS,ED3_4,TOTAL,M,Y35-44,2011,EE ,54.855
THS,ED3_4,TOTAL,T,Y35-44,2011,EE ,98.737
THS,ED3_4,TOTAL,F,Y45-54,2011,EE ,47.71
THS,ED3_4,TOTAL,M,Y45-54,2011,EE ,56.808
THS,ED3_4,TOTAL,T,Y45-54,2011,EE ,104.518
THS,ED3_4,TOTAL,F,Y55-64,2011,EE ,45.168
THS,ED3_4,TOTAL,M,Y55-64,2011,EE ,39.052
THS,ED3_4,TOTAL,T,Y55-64,2011,EE ,84.22
THS,ED5_6,PB1040,F,TOTAL,2011,EE ,26.23
THS,ED5_6,PB1040,M,TOTAL,2011,EE ,12.969
THS,ED5_6,PB1040,T,TOTAL,2011,EE ,39.199
THS,ED5_6,PB1040,F,Y15-24,2011,EE ,
THS,ED5_6,PB1040,M,Y15-24,2011,EE ,
THS,ED5_6,PB1040,T,Y15-24,2011,EE ,
THS,ED5_6,PB1040,F,Y25-34,2011,EE ,2.832
THS,ED5_6,PB1040,M,Y25-34,2011,EE ,
THS,ED5_6,PB1040,T,Y25-34,2011,EE ,4.287
THS,ED5_6,PB1040,F,Y35-44,2011,EE ,3.227
THS,ED5_6,PB1040,M,Y35-44,2011,EE ,
THS,ED5_6,PB1040,T,Y35-44,2011,EE ,4.708
THS,ED5_6,PB1040,F,Y45-54,2011,EE ,8.712
THS,ED5_6,PB1040,M,Y45-54,2011,EE ,3.536
THS,ED5_6,PB1040,T,Y45-54,2011,EE ,12.249
THS,ED5_6,PB1040,F,Y55-64,2011,EE ,11.154
THS,ED5_6,PB1040,M,Y55-64,2011,EE ,6.413
THS,ED5_6,PB1040,T,Y55-64,2011,EE ,17.566
THS,ED5_6,PB1041,F,TOTAL,2011,EE ,154.734
THS,ED5_6,PB1041,M,TOTAL,2011,EE ,86.053
THS,ED5_6,PB1041,T,TOTAL,2011,EE ,240.787
THS,ED5_6,PB1041,F,Y15-24,2011,EE ,8.857
THS,ED5_6,PB1041,M,Y15-24,2011,EE ,3.436
THS,ED5_6,PB1041,T,Y15-24,2011,EE ,12.293
THS,ED5_6,PB1041,F,Y25-34,2011,EE ,44.348
THS,ED5_6,PB1041,M,Y25-34,2011,EE ,28.968
THS,ED5_6,PB1041,T,Y25-34,2011,EE ,73.316
THS,ED5_6,PB1041,F,Y35-44,2011,EE ,38.289
THS,ED5_6,PB1041,M,Y35-44,2011,EE ,19.986
THS,ED5_6,PB1041,T,Y35-44,2011,EE ,58.275
THS,ED5_6,PB1041,F,Y45-54,2011,EE ,36.603
THS,ED5_6,PB1041,M,Y45-54,2011,EE ,18.984
THS,ED5_6,PB1041,T,Y45-54,2011,EE ,55.586
THS,ED5_6,PB1041,F,Y55-64,2011,EE ,26.637
THS,ED5_6,PB1041,M,Y55-64,2011,EE ,14.679
THS,ED5_6,PB1041,T,Y55-64,2011,EE ,41.316
THS,ED5_6,PB1070,F,TOTAL,2011,EE ,17.551
THS,ED5_6,PB1070,M,TOTAL,2011,EE ,9.577
THS,ED5_6,PB1070,T,TOTAL,2011,EE ,27.128
THS,ED5_6,PB1070,F,Y15-24,2011,EE ,
THS,ED5_6,PB1070,M,Y15-24,2011,EE ,
THS,ED5_6,PB1070,T,Y15-24,2011,EE ,
THS,ED5_6,PB1070,F,Y25-34,2011,EE ,
THS,ED5_6,PB1070,M,Y25-34,2011,EE ,
THS,ED5_6,PB1070,T,Y25-34,2011,EE ,2.601
THS,ED5_6,PB1070,F,Y35-44,2011,EE ,
THS,ED5_6,PB1070,M,Y35-44,2011,EE ,
THS,ED5_6,PB1070,T,Y35-44,2011,EE ,
THS,ED5_6,PB1070,F,Y45-54,2011,EE ,5.867
THS,ED5_6,PB1070,M,Y45-54,2011,EE ,
THS,ED5_6,PB1070,T,Y45-54,2011,EE ,7.975
THS,ED5_6,PB1070,F,Y55-64,2011,EE ,9.701
THS,ED5_6,PB1070,M,Y55-64,2011,EE ,4.222
THS,ED5_6,PB1070,T,Y55-64,2011,EE ,13.923
THS,ED5_6,PB1071,F,TOTAL,2011,EE ,163.149
THS,ED5_6,PB1071,M,TOTAL,2011,EE ,89.445
THS,ED5_6,PB1071,T,TOTAL,2011,EE ,252.594
THS,ED5_6,PB1071,F,Y15-24,2011,EE ,9.108
THS,ED5_6,PB1071,M,Y15-24,2011,EE ,3.372
THS,ED5_6,PB1071,T,Y15-24,2011,EE ,12.48
THS,ED5_6,PB1071,F,Y25-34,2011,EE ,46.722
THS,ED5_6,PB1071,M,Y25-34,2011,EE ,28.281
THS,ED5_6,PB1071,T,Y25-34,2011,EE ,75.003
THS,ED5_6,PB1071,F,Y35-44,2011,EE ,40.045
THS,ED5_6,PB1071,M,Y35-44,2011,EE ,20.509
THS,ED5_6,PB1071,T,Y35-44,2011,EE ,60.555
THS,ED5_6,PB1071,F,Y45-54,2011,EE ,39.332
THS,ED5_6,PB1071,M,Y45-54,2011,EE ,20.413
THS,ED5_6,PB1071,T,Y45-54,2011,EE ,59.745
THS,ED5_6,PB1071,F,Y55-64,2011,EE ,27.941
THS,ED5_6,PB1071,M,Y55-64,2011,EE ,16.87
THS,ED5_6,PB1071,T,Y55-64,2011,EE ,44.811
THS,ED5_6,TOTAL,F,TOTAL,2011,EE ,180.965
THS,ED5_6,TOTAL,M,TOTAL,2011,EE ,99.022
THS,ED5_6,TOTAL,T,TOTAL,2011,EE ,279.987
THS,ED5_6,TOTAL,F,Y15-24,2011,EE ,9.163
THS,ED5_6,TOTAL,M,Y15-24,2011,EE ,3.519
THS,ED5_6,TOTAL,T,Y15-24,2011,EE ,12.682
THS,ED5_6,TOTAL,F,Y25-34,2011,EE ,47.18
THS,ED5_6,TOTAL,M,Y25-34,2011,EE ,30.423
THS,ED5_6,TOTAL,T,Y25-34,2011,EE ,77.604
THS,ED5_6,TOTAL,F,Y35-44,2011,EE ,41.516
THS,ED5_6,TOTAL,M,Y35-44,2011,EE ,21.467
THS,ED5_6,TOTAL,T,Y35-44,2011,EE ,62.983
THS,ED5_6,TOTAL,F,Y45-54,2011,EE ,45.315
THS,ED5_6,TOTAL,M,Y45-54,2011,EE ,22.52
THS,ED5_6,TOTAL,T,Y45-54,2011,EE ,67.835
THS,ED5_6,TOTAL,F,Y55-64,2011,EE ,37.791
THS,ED5_6,TOTAL,M,Y55-64,2011,EE ,21.092
THS,ED5_6,TOTAL,T,Y55-64,2011,EE ,58.883
THS,NRP,PB1040,F,TOTAL,2011,EE ,
THS,NRP,PB1040,M,TOTAL,2011,EE ,
THS,NRP,PB1040,T,TOTAL,2011,EE ,
THS,NRP,PB1040,F,Y15-24,2011,EE ,
THS,NRP,PB1040,M,Y15-24,2011,EE ,
THS,NRP,PB1040,T,Y15-24,2011,EE ,
THS,NRP,PB1040,F,Y25-34,2011,EE ,
THS,NRP,PB1040,M,Y25-34,2011,EE ,
THS,NRP,PB1040,T,Y25-34,2011,EE ,
THS,NRP,PB1040,F,Y35-44,2011,EE ,
THS,NRP,PB1040,M,Y35-44,2011,EE ,
THS,NRP,PB1040,T,Y35-44,2011,EE ,
THS,NRP,PB1040,F,Y45-54,2011,EE ,
THS,NRP,PB1040,M,Y45-54,2011,EE ,
THS,NRP,PB1040,T,Y45-54,2011,EE ,
THS,NRP,PB1040,F,Y55-64,2011,EE ,
THS,NRP,PB1040,M,Y55-64,2011,EE ,
THS,NRP,PB1040,T,Y55-64,2011,EE ,
THS,NRP,PB1041,F,TOTAL,2011,EE ,
THS,NRP,PB1041,M,TOTAL,2011,EE ,
THS,NRP,PB1041,T,TOTAL,2011,EE ,
THS,NRP,PB1041,F,Y15-24,2011,EE ,
THS,NRP,PB1041,M,Y15-24,2011,EE ,
THS,NRP,PB1041,T,Y15-24,2011,EE ,
THS,NRP,PB1041,F,Y25-34,2011,EE ,
THS,NRP,PB1041,M,Y25-34,2011,EE ,
THS,NRP,PB1041,T,Y25-34,2011,EE ,
THS,NRP,PB1041,F,Y35-44,2011,EE ,
THS,NRP,PB1041,M,Y35-44,2011,EE ,
THS,NRP,PB1041,T,Y35-44,2011,EE ,
THS,NRP,PB1041,F,Y45-54,2011,EE ,
THS,NRP,PB1041,M,Y45-54,2011,EE ,
THS,NRP,PB1041,T,Y45-54,2011,EE ,
THS,NRP,PB1041,F,Y55-64,2011,EE ,
THS,NRP,PB1041,M,Y55-64,2011,EE ,
THS,NRP,PB1041,T,Y55-64,2011,EE ,
THS,NRP,PB1070,F,TOTAL,2011,EE ,
THS,NRP,PB1070,M,TOTAL,2011,EE ,
THS,NRP,PB1070,T,TOTAL,2011,EE ,
THS,NRP,PB1070,F,Y15-24,2011,EE ,
THS,NRP,PB1070,M,Y15-24,2011,EE ,
THS,NRP,PB1070,T,Y15-24,2011,EE ,
THS,NRP,PB1070,F,Y25-34,2011,EE ,
THS,NRP,PB1070,M,Y25-34,2011,EE ,
THS,NRP,PB1070,T,Y25-34,2011,EE ,
THS,NRP,PB1070,F,Y35-44,2011,EE ,
THS,NRP,PB1070,M,Y35-44,2011,EE ,
THS,NRP,PB1070,T,Y35-44,2011,EE ,
THS,NRP,PB1070,F,Y45-54,2011,EE ,
THS,NRP,PB1070,M,Y45-54,2011,EE ,
THS,NRP,PB1070,T,Y45-54,2011,EE ,
THS,NRP,PB1070,F,Y55-64,2011,EE ,
THS,NRP,PB1070,M,Y55-64,2011,EE ,
THS,NRP,PB1070,T,Y55-64,2011,EE ,
THS,NRP,PB1071,F,TOTAL,2011,EE ,
THS,NRP,PB1071,M,TOTAL,2011,EE ,
THS,NRP,PB1071,T,TOTAL,2011,EE ,
THS,NRP,PB1071,F,Y15-24,2011,EE ,
THS,NRP,PB1071,M,Y15-24,2011,EE ,
THS,NRP,PB1071,T,Y15-24,2011,EE ,
THS,NRP,PB1071,F,Y25-34,2011,EE ,
THS,NRP,PB1071,M,Y25-34,2011,EE ,
THS,NRP,PB1071,T,Y25-34,2011,EE ,
THS,NRP,PB1071,F,Y35-44,2011,EE ,
THS,NRP,PB1071,M,Y35-44,2011,EE ,
THS,NRP,PB1071,T,Y35-44,2011,EE ,
THS,NRP,PB1071,F,Y45-54,2011,EE ,
THS,NRP,PB1071,M,Y45-54,2011,EE ,
THS,NRP,PB1071,T,Y45-54,2011,EE ,
THS,NRP,PB1071,F,Y55-64,2011,EE ,
THS,NRP,PB1071,M,Y55-64,2011,EE ,
THS,NRP,PB1071,T,Y55-64,2011,EE ,
THS,NRP,TOTAL,F,TOTAL,2011,EE ,
THS,NRP,TOTAL,M,TOTAL,2011,EE ,
THS,NRP,TOTAL,T,TOTAL,2011,EE ,
THS,NRP,TOTAL,F,Y15-24,2011,EE ,
THS,NRP,TOTAL,M,Y15-24,2011,EE ,
THS,NRP,TOTAL,T,Y15-24,2011,EE ,
THS,NRP,TOTAL,F,Y25-34,2011,EE ,
THS,NRP,TOTAL,M,Y25-34,2011,EE ,
THS,NRP,TOTAL,T,Y25-34,2011,EE ,
THS,NRP,TOTAL,F,Y35-44,2011,EE ,
THS,NRP,TOTAL,M,Y35-44,2011,EE ,
THS,NRP,TOTAL,T,Y35-44,2011,EE ,
THS,NRP,TOTAL,F,Y45-54,2011,EE ,
THS,NRP,TOTAL,M,Y45-54,2011,EE ,
THS,NRP,TOTAL,T,Y45-54,2011,EE ,
THS,NRP,TOTAL,F,Y55-64,2011,EE ,
THS,NRP,TOTAL,M,Y55-64,2011,EE ,
THS,NRP,TOTAL,T,Y55-64,2011,EE ,
THS,TOTAL,PB1040,F,TOTAL,2011,EE ,92.067
THS,TOTAL,PB1040,M,TOTAL,2011,EE ,74.944
THS,TOTAL,PB1040,T,TOTAL,2011,EE ,167.012
THS,TOTAL,PB1040,F,Y15-24,2011,EE ,6.239
THS,TOTAL,PB1040,M,Y15-24,2011,EE ,6.587
THS,TOTAL,PB1040,T,Y15-24,2011,EE ,12.826
THS,TOTAL,PB1040,F,Y25-34,2011,EE ,8.925
THS,TOTAL,PB1040,M,Y25-34,2011,EE ,7.887
THS,TOTAL,PB1040,T,Y25-34,2011,EE ,16.812
THS,TOTAL,PB1040,F,Y35-44,2011,EE ,12.744
THS,TOTAL,PB1040,M,Y35-44,2011,EE ,10.321
THS,TOTAL,PB1040,T,Y35-44,2011,EE ,23.066
THS,TOTAL,PB1040,F,Y45-54,2011,EE ,25.461
THS,TOTAL,PB1040,M,Y45-54,2011,EE ,22.226
THS,TOTAL,PB1040,T,Y45-54,2011,EE ,47.686
THS,TOTAL,PB1040,F,Y55-64,2011,EE ,38.698
THS,TOTAL,PB1040,M,Y55-64,2011,EE ,27.923
THS,TOTAL,PB1040,T,Y55-64,2011,EE ,66.621
THS,TOTAL,PB1041,F,TOTAL,2011,EE ,376.903
THS,TOTAL,PB1041,M,TOTAL,2011,EE ,358.886
THS,TOTAL,PB1041,T,TOTAL,2011,EE ,735.789
THS,TOTAL,PB1041,F,Y15-24,2011,EE ,81.15
THS,TOTAL,PB1041,M,Y15-24,2011,EE ,82.979
THS,TOTAL,PB1041,T,Y15-24,2011,EE ,164.129
THS,TOTAL,PB1041,F,Y25-34,2011,EE ,88.525
THS,TOTAL,PB1041,M,Y25-34,2011,EE ,91.694
THS,TOTAL,PB1041,T,Y25-34,2011,EE ,180.219
THS,TOTAL,PB1041,F,Y35-44,2011,EE ,79.461
THS,TOTAL,PB1041,M,Y35-44,2011,EE ,78.241
THS,TOTAL,PB1041,T,Y35-44,2011,EE ,157.701
THS,TOTAL,PB1041,F,Y45-54,2011,EE ,72.774
THS,TOTAL,PB1041,M,Y45-54,2011,EE ,63.535
THS,TOTAL,PB1041,T,Y45-54,2011,EE ,136.31
THS,TOTAL,PB1041,F,Y55-64,2011,EE ,54.992
THS,TOTAL,PB1041,M,Y55-64,2011,EE ,42.437
THS,TOTAL,PB1041,T,Y55-64,2011,EE ,97.43
THS,TOTAL,PB1070,F,TOTAL,2011,EE ,70.521
THS,TOTAL,PB1070,M,TOTAL,2011,EE ,58.383
THS,TOTAL,PB1070,T,TOTAL,2011,EE ,128.904
THS,TOTAL,PB1070,F,Y15-24,2011,EE ,2.984
THS,TOTAL,PB1070,M,Y15-24,2011,EE ,4.509
THS,TOTAL,PB1070,T,Y15-24,2011,EE ,7.493
THS,TOTAL,PB1070,F,Y25-34,2011,EE ,3.81
THS,TOTAL,PB1070,M,Y25-34,2011,EE ,6.217
THS,TOTAL,PB1070,T,Y25-34,2011,EE ,10.028
THS,TOTAL,PB1070,F,Y35-44,2011,EE ,8.389
THS,TOTAL,PB1070,M,Y35-44,2011,EE ,8.998
THS,TOTAL,PB1070,T,Y35-44,2011,EE ,17.387
THS,TOTAL,PB1070,F,Y45-54,2011,EE ,20.537
THS,TOTAL,PB1070,M,Y45-54,2011,EE ,15.865
THS,TOTAL,PB1070,T,Y45-54,2011,EE ,36.402
THS,TOTAL,PB1070,F,Y55-64,2011,EE ,34.8
THS,TOTAL,PB1070,M,Y55-64,2011,EE ,22.794
THS,TOTAL,PB1070,T,Y55-64,2011,EE ,57.594
THS,TOTAL,PB1071,F,TOTAL,2011,EE ,397.67
THS,TOTAL,PB1071,M,TOTAL,2011,EE ,374.618
THS,TOTAL,PB1071,T,TOTAL,2011,EE ,772.287
THS,TOTAL,PB1071,F,Y15-24,2011,EE ,84.262
THS,TOTAL,PB1071,M,Y15-24,2011,EE ,84.97
THS,TOTAL,PB1071,T,Y15-24,2011,EE ,169.232
THS,TOTAL,PB1071,F,Y25-34,2011,EE ,93.456
THS,TOTAL,PB1071,M,Y25-34,2011,EE ,92.634
THS,TOTAL,PB1071,T,Y25-34,2011,EE ,186.09
THS,TOTAL,PB1071,F,Y35-44,2011,EE ,83.816
THS,TOTAL,PB1071,M,Y35-44,2011,EE ,79.564
THS,TOTAL,PB1071,T,Y35-44,2011,EE ,163.38
THS,TOTAL,PB1071,F,Y45-54,2011,EE ,77.395
THS,TOTAL,PB1071,M,Y45-54,2011,EE ,69.896
THS,TOTAL,PB1071,T,Y45-54,2011,EE ,147.291
THS,TOTAL,PB1071,F,Y55-64,2011,EE ,58.742
THS,TOTAL,PB1071,M,Y55-64,2011,EE ,47.553
THS,TOTAL,PB1071,T,Y55-64,2011,EE ,106.294
THS,TOTAL,TOTAL,F,TOTAL,2011,EE ,468.97
THS,TOTAL,TOTAL,M,TOTAL,2011,EE ,433.982
THS,TOTAL,TOTAL,T,TOTAL,2011,EE ,902.952
THS,TOTAL,TOTAL,F,Y15-24,2011,EE ,87.389
THS,TOTAL,TOTAL,M,Y15-24,2011,EE ,89.566
THS,TOTAL,TOTAL,T,Y15-24,2011,EE ,176.956
THS,TOTAL,TOTAL,F,Y25-34,2011,EE ,97.45
THS,TOTAL,TOTAL,M,Y25-34,2011,EE ,99.581
THS,TOTAL,TOTAL,T,Y25-34,2011,EE ,197.031
THS,TOTAL,TOTAL,F,Y35-44,2011,EE ,92.205
THS,TOTAL,TOTAL,M,Y35-44,2011,EE ,88.562
THS,TOTAL,TOTAL,T,Y35-44,2011,EE ,180.767
THS,TOTAL,TOTAL,F,Y45-54,2011,EE ,98.235
THS,TOTAL,TOTAL,M,Y45-54,2011,EE ,85.761
