unit,isced97,hlth_pb,age,sex,time\geo	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	CH 	UK 	TR 
THS,ED5_6,PB1070,Y35-44,T,2011	29.421 	: u	6.144 	25.694 	92.097 	: u	6.279 	5.739 u	144.242 	200.958 	: u	43.716 	2.534 	: u	: u	1.993 	4.596 u	: u	48.973 	16.137 	23.45 	20.565 	: u	8.751 u	3.944 u	29.285 	51.299 	2.976 	35.912 	203.064 	85.66 
THS,ED5_6,PB1070,Y45-54,F,2011	31.571 	: u	5.607 u	23.924 	103.457 	5.867 	4.947 	4.22 u	68.091 	105.803 	: u	33.851 	1.733 	4.972 u	7.347 u	1.394 	5.384 	: u	39.607 u	12.11 u	26.668 	16.16 	11.067 u	7.219 u	4.224 u	30.386 	36.003 	1.428 	23.457 	178.906 	23.157 
THS,ED5_6,PB1070,Y45-54,M,2011	13.847 	: u	4.111 u	8.88 	92.738 	: u	3.722 	5.097 u	58.99 	73.829 u	: u	16.355 	1.281 u	: u	: u	1.379 	3.159 u	: u	30.411 u	14.168 u	22.68 	: u	9.855 u	4.898 u	3.836 u	16.202 	18.74 	: u	25.663 	111.005 	35.021 
THS,ED5_6,PB1070,Y45-54,T,2011	45.418 	: u	9.719 	32.804 	196.196 	7.975 	8.669 	9.317 u	127.082 	179.632 	5.062 u	50.206 	3.014 	7.647 	10.464 	2.773 	8.543 	: u	70.018 	26.278 	49.347 	22.478 	20.922 	12.117 	8.06 	46.588 	54.743 	2.364 	49.12 	289.911 	58.178 
THS,ED5_6,PB1070,Y55-64,F,2011	28.554 	16.735 	8.037 	24.263 	139.898 	9.701 	4.834 	11.641 	54.57 	83.18 u	8.994 u	25.92 	1.714 	7.469 	8.529 	1.007 u	13.222 	: u	46.878 	12.237 u	46.791 	20.301 	23.102 	6.64 u	4.813 	32.501 	44.869 	: u	11.484 	162.193 	22.009 
THS,ED5_6,PB1070,Y55-64,M,2011	23.951 	10.601 u	8.617 	11.805 	161.032 	4.222 u	3.873 	11.47 	49.599 	59.728 u	7.709 u	21.41 	1.568 	: u	4.516 u	1.076 u	12.294 	: u	50.495 	24.934 	32.069 	11.096 	18.334 	7.472 u	4.395 u	22.501 	14.971 	1.066 	25.951 	134.902 	39.682 
THS,ED5_6,PB1070,Y55-64,T,2011	52.505 	27.336 	16.653 	36.068 	300.93 	13.923 	8.707 	23.111 	104.169 	142.908 	16.703 u	47.331 	3.281 	10.388 	13.045 	2.084 	25.515 	: u	97.373 	37.171 	78.861 	31.397 	41.436 	14.113 	9.208 	55.002 	59.84 	1.908 	37.435 	297.095 	61.691 
THS,ED5_6,PB1071,TOTAL,F,2011	1067.376 	585.319 	555.071 	459.052 	3739.01 	163.149 	530.393 	709.132 	4214.257 	5180.729 	231.966 	2578.013 	103.529 	195.693 	324.107 	44.532 	656.607 	19.473 	1332.868 	386.843 	2929.067 	578.701 	899.208 	161.444 	329.414 	542.916 	905.187 	25.328 	563.981 	6024.284 	2122.687 
THS,ED5_6,PB1071,TOTAL,M,2011	926.384 	358.751 	541.337 	395.335 	4447.944 	89.445 	433.394 	679.174 	3894.002 	4570.56 	186.704 	2031.988 	75.777 	107.702 	206.197 	52.871 	491.675 	22.018 	1469.184 	441.483 	2002.8 	397.128 	854.188 	108.082 	260.451 	426.291 	726.042 	18.227 	814.165 	5864.433 	2913.201 
THS,ED5_6,PB1071,TOTAL,T,2011	1993.76 	944.069 	1096.408 	854.387 	8186.954 	252.594 	963.787 	1388.306 	8108.26 	9751.288 	418.671 	4610.001 	179.306 	303.395 	530.304 	97.402 	1148.282 	41.491 	2802.051 	828.326 	4931.867 	975.829 	1753.396 	269.526 	589.865 	969.207 	1631.228 	43.555 	1378.145 	11888.717 	5035.887 
THS,ED5_6,PB1071,Y15-24,F,2011	83.861 	15.505 	36.054 	12.005 	154.208 	9.108 	43.972 	37.888 	314.361 	593.148 	7.234 u	103.912 	11.863 	14.848 	16.94 	2.403 	31.334 	2.99 u	104.579 	16.662 	223.843 	53.887 	71.913 	4.329 u	31.35 	9.037 	41.567 	: u	25.432 	556.045 	376.556 
THS,ED5_6,PB1071,Y15-24,M,2011	61.04 	7.906 u	20.243 	9.26 	71.197 	3.372 u	28.636 	13.615 	192.532 	499.302 	6.752 u	57.839 	3.533 	4.243 u	10.706 	1.185 u	15.501 	2.104 u	73.391 	7.753 u	104.127 	20.561 	47.545 	2.852 u	14.427 	: u	34.101 	: u	11.54 	544.989 	300.358 
THS,ED5_6,PB1071,Y15-24,T,2011	144.9 	23.412 	56.296 	21.266 	225.404 	12.48 	72.608 	51.502 	506.894 	1092.45 	13.987 u	161.751 	15.396 	19.091 	27.646 	3.588 	46.835 	5.094 	177.969 	24.414 	327.969 	74.448 	119.459 	7.182 u	45.777 	10.922 	75.669 	: u	36.971 	1101.034 	676.915 
THS,ED5_6,PB1071,Y25-34,F,2011	327.223 	177.2 	225.722 	124.311 	1000.162 	46.722 	200.957 	242.211 	1443.023 	1662.734 	72.583 	866.515 	40.884 	59.118 	103.331 	15.91 	236.593 	8.174 	406.791 	116.487 	1292.046 	216.287 	371.984 	63.182 	129.061 	142.835 	271.379 	8.43 	183.706 	1789.103 	980.015 
THS,ED5_6,PB1071,Y25-34,M,2011	238.388 	101.216 	166.847 	93.305 	884.745 	28.281 	141.73 	179.215 	1188.554 	1445.729 	44.426 	551.156 	27.036 	35.68 	72.028 	15.025 	162.038 	8.491 	344.94 	103.006 	897.417 	154.499 	343.645 	33.049 	92.647 	106.964 	217.022 	5.337 	189.746 	1588.298 	1184.506 
THS,ED5_6,PB1071,Y25-34,T,2011	565.61 	278.416 	392.569 	217.616 	1884.907 	75.003 	342.687 	421.425 	2631.577 	3108.463 	117.009 	1417.67 	67.92 	94.798 	175.359 	30.934 	398.631 	16.665 	751.731 	219.493 	2189.463 	370.786 	715.629 	96.231 	221.709 	249.799 	488.4 	13.767 	373.452 	3377.401 	2164.521 
THS,ED5_6,PB1071,Y35-44,F,2011	307.383 	154.276 	132.665 	135.853 	1028.891 	40.045 	149.67 	215.4 	1395.73 	1499.709 	37.909 u	798.676 	27.043 	47.067 	83.714 	13.748 	169.916 	4.49 	362.017 	116.221 	646.06 	164.318 	245.309 	42.391 	69.278 	153.478 	255.817 	8.013 	173.041 	1611.192 	450.266 
THS,ED5_6,PB1071,Y35-44,M,2011	245.703 	89.163 	139.724 	123.567 	1271.51 	20.509 	135.847 	198.286 	1251.4 	1240.007 	31.653 u	649.773 	19.22 	28.026 	50.338 	15.908 	128.438 	5.325 	395.208 	133.758 	462.732 	108.328 	220.729 	30.533 	56.819 	117.301 	208.549 	5.431 	247.211 	1582.609 	737.495 
THS,ED5_6,PB1071,Y35-44,T,2011	553.085 	243.439 	272.389 	259.42 	2300.401 	60.555 	285.517 	413.686 	2647.13 	2739.716 	69.562 	1448.45 	46.263 	75.093 	134.052 	29.656 	298.354 	9.815 	757.225 	249.98 	1108.792 	272.645 	466.039 	72.923 	126.098 	270.779 	464.366 	13.444 	420.251 	3193.801 	1187.761 
THS,ED5_6,PB1071,Y45-54,F,2011	224.335 	128.006 	98.729 	109.162 	925.004 	39.332 	87.002 	144.952 	718.151 	833.71 	58.457 	479.312 	16.205 	49.693 	75.904 	8.163 	119.022 	2.609 u	277.873 	86.366 	443.5 	87.159 	130.887 	33.32 	62.206 	145.289 	181.741 	5.916 	108.601 	1245.55 	206.477 
THS,ED5_6,PB1071,Y45-54,M,2011	227.39 	82.914 	117.675 	95.533 	1280.841 	20.413 	80.159 	177.737 	824.103 	775.218 	49.378 	433 	15.577 	23.169 	45.366 	12.135 	94.536 	3.853 	370.657 	130.917 	293.517 	58.383 	132.612 	25.957 	52.483 	109.771 	139.621 	4.626 	222.001 	1278.293 	424.23 
THS,ED5_6,PB1071,Y45-54,T,2011	451.725 	210.92 	216.404 	204.695 	2205.844 	59.745 	167.161 	322.689 	1542.255 	1608.928 	107.835 	912.311 	31.782 	72.861 	121.27 	20.298 	213.558 	6.462 	648.53 	217.283 	737.017 	145.542 	263.499 	59.277 	114.69 	255.059 	321.362 	10.542 	330.602 	2523.844 	630.707 
THS,ED5_6,PB1071,Y55-64,F,2011	124.575 	110.331 	61.901 	77.721 	630.745 	27.941 	48.793 	68.681 	342.991 	591.428 	55.784 	329.599 	7.533 	24.967 	44.218 	4.307 	99.742 	: u	181.608 	51.107 	323.618 	57.051 	79.115 	18.222 	37.519 	92.277 	154.683 	2.524 	73.202 	822.393 	109.372 
THS,ED5_6,PB1071,Y55-64,M,2011	153.864 	77.551 	96.849 	73.669 	939.652 	16.87 	47.021 	110.322 	437.412 	610.303 	54.494 	340.22 	10.41 	16.585 	27.759 	8.619 	91.162 	2.245 u	284.988 	66.049 	245.008 	55.357 	109.656 	15.691 	44.074 	90.371 	126.749 	2.528 	143.668 	870.243 	266.611 
THS,ED5_6,PB1071,Y55-64,T,2011	278.438 	187.882 	158.751 	151.39 	1570.397 	44.811 	95.815 	179.003 	780.404 	1201.731 	110.278 	669.819 	17.944 	41.551 	71.977 	12.926 	190.904 	3.455 	466.596 	117.156 	568.626 	112.408 	188.771 	33.913 	81.592 	182.648 	281.432 	5.052 	216.869 	1692.636 	375.983 
THS,ED5_6,TOTAL,TOTAL,F,2011	1159.862 	608.609 	578.341 	537.584 	4814.728 	180.965 	549.294 	729.672 	4509.506 	5784.133 	243.644 	2708.115 	109.357 	212.493 	344.078 	50.034 	682.242 	20.634 	1485.136 	423.662 	3036.527 	649.808 	940.486 	184.81 	343.39 	643.636 	1062.797 	32.603 	639.094 	6621.608 	2253.947 
THS,ED5_6,TOTAL,TOTAL,M,2011	976.94 	374.449 	559.835 	429.561 	5691.987 	99.022 	446.955 	700.778 	4138.523 	5010.487 	198.216 	2132.46 	80.248 	114.625 	214.821 	57.241 	511.866 	22.603 	1585.702 	493.256 	2085.278 	426.687 	888.162 	126.584 	272.338 	482.188 	793.163 	22.167 	914.936 	6283.253 	3083.588 
THS,ED5_6,TOTAL,TOTAL,T,2011	2136.803 	983.058 	1138.176 	967.144 	10506.715 	279.987 	996.249 	1430.45 	8648.029 	10794.62 	441.86 	4840.574 	189.604 	327.118 	558.899 	107.276 	1194.109 	43.237 	3070.838 	916.918 	5121.805 	1076.495 	1828.648 	311.393 	615.728 	1125.824 	1855.96 	54.77 	1554.03 	12904.861 	5337.535 
THS,ED5_6,TOTAL,Y15-24,F,2011	84.008 	15.505 	36.269 	12.921 	188.547 	9.163 	44.535 	37.888 	319.729 	623.837 	7.234 u	105.79 	11.863 	15.343 	17.324 	2.541 	31.584 	2.99 u	110.067 	16.662 	225.63 	55.816 	72.459 	4.383 u	32.056 	9.694 	45.393 	: u	30.845 	587.58 	384.121 
THS,ED5_6,TOTAL,Y15-24,M,2011	61.04 	8.306 u	20.243 	9.832 	78.853 	3.519 u	28.988 	13.82 	196.379 	512.827 	6.752 u	61.18 	3.719 	4.243 u	10.706 	1.185 u	15.624 	2.174 u	75.673 	7.753 u	104.975 	21.558 	47.935 	2.852 u	14.627 	2.031 u	35.257 	: u	12.142 	556.281 	306.23 
THS,ED5_6,TOTAL,Y15-24,T,2011	145.047 	23.811 	56.512 	22.753 	267.4 	12.682 	73.523 	51.708 	516.108 	1136.664 	13.987 u	166.97 	15.582 	19.585 	28.03 	3.726 	47.208 	5.164 	185.74 	24.414 	330.605 	77.374 	120.394 	7.235 u	46.683 	11.725 	80.649 	: u	42.987 	1143.861 	690.351 
THS,ED5_6,TOTAL,Y25-34,F,2011	337.122 	177.928 	230.63 	134.473 	1182.763 	47.18 	204.672 	243.205 	1501.058 	1797.306 	72.583 	888.373 	41.885 	60.933 	103.63 	17.404 	238.569 	8.336 	432.343 	122.579 	1310.192 	235.055 	374.75 	66.691 	130.052 	159.067 	298.891 	10.652 	200.101 	1873.484 	1021.561 
THS,ED5_6,TOTAL,Y25-34,M,2011	243.727 	102.247 	169.86 	98.718 	1045.976 	30.423 	144.32 	180.36 	1221.041 	1533.231 	44.426 	565.317 	27.318 	36.7 	72.265 	15.715 	163.882 	8.659 	355.376 	105.919 	914.915 	158.489 	346.676 	36.373 	94.439 	114.333 	230.273 	6.254 	211.155 	1653.48 	1225.641 
THS,ED5_6,TOTAL,Y25-34,T,2011	580.849 	280.175 	400.49 	233.191 	2228.739 	77.604 	348.992 	423.565 	2722.099 	3330.537 	117.009 	1453.69 	69.203 	97.633 	175.895 	33.119 	402.451 	16.995 	787.719 	228.498 	2225.107 	393.544 	721.426 	103.063 	224.491 	273.4 	529.164 	16.906 	411.256 	3526.964 	2247.202 
THS,ED5_6,TOTAL,Y35-44,F,2011	329.698 	157.167 	136.935 	154.781 	1214.672 	41.516 	154.086 	218.148 	1487.512 	1638.804 	38.401 	836.028 	28.423 	48.717 	87.126 	14.95 	173.286 	4.738 	392.675 	122.601 	660.128 	177.939 	249.106 	48.335 	72.185 	173.932 	292.786 	10.375 	187.545 	1734.086 	487.248 
THS,ED5_6,TOTAL,Y35-44,M,2011	253.122 	91.006 	141.598 	130.831 	1522.889 	21.467 	138.363 	201.456 	1322.997 	1356.378 	32.585 u	676.423 	20.374 	28.334 	51.092 	16.964 	129.971 	5.387 	414.569 	143.516 	472.114 	115.486 	223.094 	33.34 	58.28 	126.766 	225.046 	6.369 	271.244 	1670.128 	786.174 
THS,ED5_6,TOTAL,Y35-44,T,2011	582.819 	248.173 	278.533 	285.612 	2737.561 	62.983 	292.449 	419.604 	2810.509 	2995.182 	70.986 	1512.451 	48.798 	77.051 	138.217 	31.913 	303.256 	10.125 	807.245 	266.117 	1132.241 	293.425 	472.2 	81.675 	130.465 	300.698 	517.831 	16.744 	458.789 	3404.214 	1273.422 
THS,ED5_6,TOTAL,Y45-54,F,2011	255.906 	130.943 	104.569 	133.425 	1255.617 	45.315 	92.236 	149.664 	792.033 	975.558 	60.649 	518.684 	17.939 	55.065 	83.251 	9.693 	124.648 	2.776 u	319.182 	98.476 	470.167 	103.318 	141.953 	40.539 	66.593 	176.008 	220.692 	7.546 	133.261 	1431.943 	229.634 
THS,ED5_6,TOTAL,Y45-54,M,2011	241.237 	84.737 	122.439 	104.412 	1648.347 	22.52 	84.099 	182.834 	894.78 	881.928 	52.248 	458.436 	16.858 	25.844 	48.483 	13.574 	98.209 	3.959 	402.124 	145.085 	316.197 	64.701 	142.467 	30.855 	56.522 	125.973 	160.064 	5.563 	250.485 	1392.311 	459.251 
THS,ED5_6,TOTAL,Y45-54,T,2011	497.143 	215.68 	227.007 	237.837 	2903.965 	67.835 	176.335 	332.497 	1686.813 	1857.486 	112.897 	977.12 	34.796 	80.908 	131.734 	23.267 	222.857 	6.735 	721.306 	243.561 	786.365 	168.02 	284.42 	71.394 	123.115 	301.981 	380.755 	13.109 	383.746 	2824.254 	688.886 
THS,ED5_6,TOTAL,Y55-64,F,2011	153.129 	127.066 	69.938 	101.983 	973.128 	37.791 	53.764 	80.768 	409.174 	748.629 	64.777 	359.24 	9.247 	32.435 	52.747 	5.447 	114.155 	1.794 u	230.869 	63.344 	370.409 	77.679 	102.217 	24.862 	42.504 	124.935 	205.036 	3.439 	87.342 	994.514 	131.382 
THS,ED5_6,TOTAL,Y55-64,M,2011	177.815 	88.152 	105.696 	85.768 	1395.921 	21.092 	51.185 	122.309 	503.326 	726.123 	62.204 	371.104 	11.978 	19.504 	32.275 	9.804 	104.181 	2.424 u	337.959 	90.984 	277.077 	66.453 	127.99 	23.163 	48.469 	113.084 	142.525 	3.675 	169.911 	1011.054 	306.292 
THS,ED5_6,TOTAL,Y55-64,T,2011	330.944 	215.218 	175.634 	187.751 	2369.049 	58.883 	104.949 	203.077 	912.5 	1474.752 	126.981 	730.343 	21.225 	51.939 	85.022 	15.25 	218.336 	4.218 	568.828 	154.327 	647.486 	144.132 	230.207 	48.026 	90.973 	238.019 	347.56 	7.114 	257.253 	2005.568 	437.674 
THS,NRP,PB1040,TOTAL,F,2011	: 	: 	: u	11.886 	: u	: u	3.448 	: 	: 	: 	: u	: 	: 	: u	: 	0.664 u	: 	: 	5.885 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	3.188 u	36.456 	: 
THS,NRP,PB1040,TOTAL,M,2011	: 	: 	: u	5.711 u	: u	: u	3.357 	: 	: 	: 	: u	: 	: 	: u	: 	0.671 u	: 	: 	6.271 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	2.502 u	45.472 	: 
THS,NRP,PB1040,TOTAL,T,2011	: 	: 	: u	17.597 	68.575 	: u	6.804 	: 	: 	: 	: u	: 	: 	: u	: 	1.335 	: 	: 	12.156 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	5.69 u	81.928 	: 
THS,NRP,PB1040,Y15-24,F,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y15-24,M,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y15-24,T,2011	: 	: 	: u	: u	68.575 	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y25-34,F,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y25-34,M,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y25-34,T,2011	: 	: 	: u	: u	: u	: u	1.811 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y35-44,F,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	1.617 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y35-44,M,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y35-44,T,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	2.275 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	15.816 	: 
THS,NRP,PB1040,Y45-54,F,2011	: 	: 	: u	5.687 u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1040,Y45-54,M,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	1.99 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	14.301 	: 
THS,NRP,PB1040,Y45-54,T,2011	: 	: 	: u	8.807 	: u	: u	1.433 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	2.796 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	2.44 u	23.203 	: 
THS,NRP,PB1040,Y55-64,F,2011	: 	: 	: u	: u	: u	: u	1.191 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	2.759 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	16.462 	: 
THS,NRP,PB1040,Y55-64,M,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	2.138 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	15.962 	: 
THS,NRP,PB1040,Y55-64,T,2011	: 	: 	: u	: u	: u	: u	1.838 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	4.897 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	32.424 	: 
THS,NRP,PB1041,TOTAL,F,2011	: 	: 	: u	47.062 	640.146 	: u	32.533 	: 	: 	: 	6.042 u	: 	: 	: u	: 	1.648 	: 	: 	34.217 u	: 	: 	: 	: 	: 	: 	: 	5.832 u	: u	8.553 	230.013 	: 
THS,NRP,PB1041,TOTAL,M,2011	: 	: 	: u	34.222 	760.201 	: u	38.887 	: 	: 	: 	: u	: 	: 	: u	: 	1.953 	: 	: 	37.603 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	6.936 	318.801 	: 
THS,NRP,PB1041,TOTAL,T,2011	: 	: 	: u	81.284 	1400.347 	: u	71.421 	: 	: 	: 	7.363 u	: 	: 	: u	: 	3.602 	: 	: 	71.82 	: 	: 	: 	: 	: 	: 	: 	8.396 	: u	15.488 	548.814 	: 
THS,NRP,PB1041,Y15-24,F,2011	: 	: 	: u	5.254 u	638.36 	: u	3.055 	: 	: 	: 	5.489 u	: 	: 	: u	: 	: u	: 	: 	8.981 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	34.569 	: 
THS,NRP,PB1041,Y15-24,M,2011	: 	: 	: u	4.106 u	748.653 	: u	3.782 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	7.009 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	73.387 	: 
THS,NRP,PB1041,Y15-24,T,2011	: 	: 	: u	9.36 	1387.013 	: u	6.836 	: 	: 	: 	6.811 u	: 	: 	: u	: 	: u	: 	: 	15.99 u	: 	: 	: 	: 	: 	: 	: 	4.217 u	: u	: u	107.956 	: 
THS,NRP,PB1041,Y25-34,F,2011	: 	: 	: u	22.693 	: u	: u	11.595 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	7.341 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	2.608 u	37.262 	: 
THS,NRP,PB1041,Y25-34,M,2011	: 	: 	: u	9.663 	: u	: u	15.045 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	9.324 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	2.227 u	72.11 	: 
THS,NRP,PB1041,Y25-34,T,2011	: 	: 	: u	32.356 	: u	: u	26.64 	: 	: 	: 	: u	: 	: 	: u	: 	0.799 u	: 	: 	16.665 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	4.835 u	109.373 	: 
THS,NRP,PB1041,Y35-44,F,2011	: 	: 	: u	12.216 	: u	: u	8.779 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	8.036 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	2.47 u	53.354 	: 
THS,NRP,PB1041,Y35-44,M,2011	: 	: 	: u	10.75 	: u	: u	11.8 	: 	: 	: 	: u	: 	: 	: u	: 	0.605 u	: 	: 	8.074 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	73.853 	: 
THS,NRP,PB1041,Y35-44,T,2011	: 	: 	: u	22.966 	: u	: u	20.579 	: 	: 	: 	: u	: 	: 	: u	: 	0.934 u	: 	: 	16.11 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	3.853 u	127.207 	: 
THS,NRP,PB1041,Y45-54,F,2011	: 	: 	: u	4.062 u	: u	: u	5.021 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	5.671 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	64.888 	: 
THS,NRP,PB1041,Y45-54,M,2011	: 	: 	: u	7.342 	: u	: u	5.267 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	7.446 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	70.842 	: 
THS,NRP,PB1041,Y45-54,T,2011	: 	: 	: u	11.403 	: u	: u	10.288 	: 	: 	: 	: u	: 	: 	: u	: 	0.885 u	: 	: 	13.118 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	3.808 u	135.73 	: 
THS,NRP,PB1041,Y55-64,F,2011	: 	: 	: u	: u	: u	: u	4.083 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	4.188 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	39.94 	: 
THS,NRP,PB1041,Y55-64,M,2011	: 	: 	: u	: u	: u	: u	2.994 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	5.749 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	28.608 	: 
THS,NRP,PB1041,Y55-64,T,2011	: 	: 	: u	5.198 u	: u	: u	7.077 	: 	: 	: 	: u	: 	: 	: u	: 	0.544 u	: 	: 	9.937 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	2.419 u	68.548 	: 
THS,NRP,PB1070,TOTAL,F,2011	: 	: 	: u	11.942 	: u	: u	2.566 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	6.112 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	3.902 u	30.329 	: 
THS,NRP,PB1070,TOTAL,M,2011	: 	: 	: u	6.445 u	: u	: u	3.887 	: 	: 	: 	: u	: 	: 	: u	: 	0.53 u	: 	: 	6.131 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	31.336 	: 
THS,NRP,PB1070,TOTAL,T,2011	: 	: 	: u	18.387 	: u	: u	6.452 	: 	: 	: 	: u	: 	: 	: u	: 	0.945 u	: 	: 	12.243 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	5.396 u	61.665 	: 
THS,NRP,PB1070,Y15-24,F,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1070,Y15-24,M,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1070,Y15-24,T,2011	: 	: 	: u	: u	: u	: u	1.211 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1070,Y25-34,F,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1070,Y25-34,M,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1070,Y25-34,T,2011	: 	: 	: u	3.909 u	: u	: u	1.185 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	1.86 u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1070,Y35-44,F,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
THS,NRP,PB1070,Y35-44,M,2011	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
